dt,dt,T_feed,Q,heat_pump
313,2019-11-10,72.22916666666667,1789.5671475,700.0
314,2019-11-11,72.325,1896.930224875,700.0
315,2019-11-12,70.21249999999999,1805.7540235,700.0
316,2019-11-13,70.80416666666666,1786.508278,700.0
317,2019-11-14,70.63333333333334,1754.9802655,700.0
318,2019-11-15,70.41666666666667,1717.746784375,700.0
319,2019-11-16,70.5125,1730.145974,700.0
320,2019-11-17,71.71249999999999,1801.00277875,700.0
321,2019-11-18,69.71666666666667,1707.7852103750001,700.0
322,2019-11-19,70.22083333333333,1713.3164889999998,700.0
323,2019-11-20,72.22500000000001,1847.764795125,700.0
324,2019-11-21,70.9875,1805.5665481249998,700.0
325,2019-11-22,69.9375,1721.713938125,700.0
326,2019-11-23,69.29583333333333,1637.029474875,700.0
327,2019-11-24,70.34166666666667,1664.9903697500001,700.0
328,2019-11-25,70.49166666666666,1690.362986625,700.0
329,2019-11-26,67.97916666666667,1504.885320875,700.0
330,2019-11-27,66.45,1311.664978,511.664978
331,2019-11-28,65.5,1144.3078492500001,344.3078492500001
332,2019-11-29,69.45,1366.4696591250001,566.4696591250001
333,2019-11-30,72.98333333333333,1760.8847511249999,700.0
334,2019-12-01,74.22916666666667,2029.2259255,700.0
335,2019-12-02,72.9125,2075.7755985,700.0
336,2019-12-03,71.7625,1989.35819625,700.0
337,2019-12-04,72.7875,2017.49953275,700.0
338,2019-12-05,75.04583333333333,2166.9407636250003,700.0
339,2019-12-06,72.29166666666667,2059.573814875,700.0
340,2019-12-07,67.175,1648.1082536249999,700.0
341,2019-12-08,66.30833333333334,1356.562008,556.5620080000001
342,2019-12-09,68.39999999999999,1367.460493625,567.460493625
343,2019-12-10,72.04166666666667,1663.430189375,700.0
344,2019-12-11,72.35000000000001,1854.556001,700.0
345,2019-12-12,71.88333333333334,1924.872762,700.0
346,2019-12-13,72.48333333333333,1980.789289875,700.0
347,2019-12-14,69.8625,1801.4890239999997,700.0
348,2019-12-15,67.82916666666667,1558.93355025,700.0
349,2019-12-16,67.84166666666667,1427.007773125,627.0077731250001
350,2019-12-17,65.61666666666666,1184.3671537500002,384.36715375000017
351,2019-12-18,67.13333333333334,1215.198052125,415.198052125
352,2019-12-19,68.60000000000001,1329.688119625,529.6881196249999
353,2019-12-20,68.0125,1334.564514375,534.564514375
354,2019-12-21,68.52083333333333,1413.996821875,613.996821875
355,2019-12-22,69.32916666666667,1493.6089716249999,693.6089716249999
356,2019-12-23,68.22083333333333,1447.689102875,647.6891028749999
357,2019-12-24,68.55,1450.5925021249998,650.5925021249998
358,2019-12-25,68.74166666666666,1470.432144875,670.432144875
359,2019-12-26,70.73333333333333,1619.156605625,700.0
360,2019-12-27,71.54166666666667,1775.2386963749998,700.0
361,2019-12-28,74.7875,2071.034972125,700.0
362,2019-12-29,75.35833333333333,2224.8734090000003,700.0
363,2019-12-30,72.15833333333333,2078.562503625,700.0
364,2019-12-31,72.1125,2022.2424305000002,700.0
